	time	V(na)	V(nt)	I(Rgnd)	I(Rrad)	power
1163	1970-01-01 00:00:00.000001163	0.18869744623121257	0.9540442102949486	0.026207978605492146	2.1638364666855014e-07	1.0333041894550329e-07
1164	1970-01-01 00:00:00.000001164	0.18837889197788557	0.953639966399639	0.026163734930610406	1.433439105446237e-07	1.547973708029895e-07
1165	1970-01-01 00:00:00.000001165	0.18805901984921797	0.9532501246427366	0.026119308315517047	-1.0377339451862272e-06	2.1926263000006255e-07
1166	1970-01-01 00:00:00.000001166	0.18773824126284874	0.952885283056591	0.026074755738167855	-3.118887979193494e-07	2.3661487278520673e-07
1167	1970-01-01 00:00:00.000001167	0.1874161758577878	0.9525644619525959	0.026030024335214445	2.502191112900677e-07	1.7046883873750114e-07
1168	1970-01-01 00:00:00.000001168	0.1870972976507793	0.9521956421391461	0.02598573576236729	4.101592023653716e-07	1.0156090062120158e-07
1169	1970-01-01 00:00:00.000001169	0.18677655240997856	0.9517777037137375	0.02594118786770516	-8.455070198893778e-08	8.573402763126092e-08
1170	1970-01-01 00:00:00.000001170	0.18645585532949022	0.951486593986662	0.02589664658415282	5.052650706234882e-07	8.17406998792575e-08
1171	1970-01-01 00:00:00.000001171	0.1861349069156137	0.9511817774932311	0.025852070375676897	2.927655471660651e-07	8.789193815145149e-08
1172	1970-01-01 00:00:00.000001172	0.18581579550599955	0.9508143812542449	0.02580774939098936	-4.1344768334842536e-08	1.2761201552032405e-07
1173	1970-01-01 00:00:00.000001173	0.185496872972973	0.9504182783783783	0.025763454567567567	-4.890417531058557e-07	1.939482658420243e-07
1174	1970-01-01 00:00:00.000001174	0.18517693075446126	0.9500377120397562	0.025719018178224532	-3.0328881546860166e-07	2.3862022829080614e-07
1175	1970-01-01 00:00:00.000001175	0.18485506924464487	0.9496761803156707	0.025674315114994364	-5.054676216078917e-07	2.0562731717391434e-07
1176	1970-01-01 00:00:00.000001176	0.18453419586674194	0.9493627342744213	0.0256297494014681	2.001131916058724e-07	1.2575604123211564e-07
1177	1970-01-01 00:00:00.000001177	0.18421566633529146	0.9489291093425215	0.02558550916967917	5.986307447633529e-07	8.877126478573197e-08
1178	1970-01-01 00:00:00.000001178	0.18389423989847714	0.9485980339311901	0.02554086669825155	2.022319924644106e-07	8.349015347053546e-08
1179	1970-01-01 00:00:00.000001179	0.18357306201901313	0.9483022787573562	0.025496258564961523	1.6170571991511994e-07	8.167185999104105e-08
1180	1970-01-01 00:00:00.000001180	0.18325317697695437	0.9480045812358788	0.0254518300576141	2.636030741630141e-07	9.69129077962468e-08
1181	1970-01-01 00:00:00.000001181	0.1829343406563663	0.9475710372279238	0.02540754724822375	-1.113147670677795e-07	1.4523032230966658e-07
1182	1970-01-01 00:00:00.000001182	0.18261560740324034	0.9471621337758775	0.0253632788670117	-5.81162083268452e-07	2.129714053478347e-07
1183	1970-01-01 00:00:00.000001183	0.18229394169399527	0.9467796632816917	0.02531860304082325	-4.5529535972068285e-07	2.3733044245695893e-07
1184	1970-01-01 00:00:00.000001184	0.18197284765457217	0.9465456311631061	0.025274006629365887	-3.956649388007235e-07	1.807068135859109e-07
1185	1970-01-01 00:00:00.000001185	0.18165325725414927	0.9461194331489218	0.025229619191599866	2.871442871807609e-07	1.0747392347930586e-07
1186	1970-01-01 00:00:00.000001186	0.18133339057200995	0.945720297942573	0.025185193146054715	3.442270493047705e-07	8.686893562155546e-08
1187	1970-01-01 00:00:00.000001187	0.18101241216399366	0.9454224891348544	0.02514061271402756	6.26558360224757e-07	8.200973146692857e-08
1188	1970-01-01 00:00:00.000001188	0.18069116291893117	0.9451263036345109	0.025095994876585145	3.651975379528985e-07	8.26452208761043e-08
1189	1970-01-01 00:00:00.000001189	0.18037175154662452	0.9447574674079927	0.025051632217204786	1.915270503209302e-07	1.0683522303560615e-07
1190	1970-01-01 00:00:00.000001190	0.18005346917437404	0.9443412815587637	0.02500742622715994	-3.7400757490412825e-07	1.637673885614268e-07
1191	1970-01-01 00:00:00.000001191	0.1797337304681331	0.9439915476029329	0.024963018054145514	-6.599657305156232e-07	2.2570381613088905e-07
1192	1970-01-01 00:00:00.000001192	0.17941188737008587	0.9436220737912338	0.02491831765702666	-2.2312654255219144e-07	2.283989381293246e-07
1193	1970-01-01 00:00:00.000001193	0.17909121045300114	0.9433006819252548	0.024873779157417893	-1.311541436296714e-07	1.5820815280361973e-07
1194	1970-01-01 00:00:00.000001194	0.17877239171089782	0.9428910274195369	0.02482949881874647	4.5378128945793343e-07	9.719029881737186e-08
1195	1970-01-01 00:00:00.000001195	0.17845138674957603	0.9424960005313737	0.024784914826455624	2.266459896133408e-07	8.516202718874747e-08
1196	1970-01-01 00:00:00.000001196	0.1781310450858563	0.9422123674649797	0.02474042287731586	2.8300693692781283e-07	8.141949547037258e-08
1197	1970-01-01 00:00:00.000001197	0.17781022360859727	0.941868229683258	0.0246958643800905	8.342251201923087e-08	8.232565722100036e-08
1198	1970-01-01 00:00:00.000001198	0.17749057735507245	0.9415829407495471	0.02465146905004529	2.5744551220575186e-07	1.037692180189264e-07
1199	1970-01-01 00:00:00.000001199	0.17717269357715318	0.9410847993904504	0.024607318679309178	-3.25024077173496e-07	1.6038227716730125e-07
1200	1970-01-01 00:00:00.000001200	0.17685246916751154	0.9407749532274416	0.02456284289399572	-8.086898959851301e-07	2.2276383994524628e-07
1201	1970-01-01 00:00:00.000001201	0.17653055742753623	0.9403941540760871	0.024518133014039854	-4.3415246929211955e-07	2.2918722481782894e-07
1202	1970-01-01 00:00:00.000001202	0.17621070735294117	0.9401007555656109	0.02447370934162896	1.789814780837103e-07	1.5785794974257347e-07
1203	1970-01-01 00:00:00.000001203	0.17589164439167798	0.9396700603686114	0.02442939509384894	5.750809661510629e-07	9.748102653661342e-08
1204	1970-01-01 00:00:00.000001204	0.17557061013689332	0.9393174753252631	0.024384806964588755	1.6101739296300487e-07	8.479469103054066e-08
1205	1970-01-01 00:00:00.000001205	0.17525050180006793	0.9389954928902978	0.024340347389335444	4.86044054509906e-07	8.063369505917916e-08
1206	1970-01-01 00:00:00.000001206	0.17492979895939373	0.9386564738491121	0.024295805376088678	3.5209872637484455e-07	8.346424034990274e-08
1207	1970-01-01 00:00:00.000001207	0.17461027740547883	0.9383270043128821	0.02425142738736699	3.738711195268261e-08	1.0827481427907794e-07
1208	1970-01-01 00:00:00.000001208	0.17429182960533754	0.9378946127671605	0.024207198601153456	-1.6640910037702128e-07	1.621320285767392e-07
1209	1970-01-01 00:00:00.000001209	0.17397235411406672	0.9375463936767359	0.024162826908250678	-4.1224263767696125e-07	2.2043892150766926e-07
1210	1970-01-01 00:00:00.000001210	0.1736510600136008	0.9371780818995805	0.024118202831236543	-3.5453868862971775e-07	2.2990847301768067e-07
1211	1970-01-01 00:00:00.000001211	0.17332973476044852	0.9368544413410353	0.024073574258692942	-4.9034248000907615e-09	1.615924412739272e-07
1212	1970-01-01 00:00:00.000001212	0.1730111149236857	0.9364947423063879	0.02402932148671566	5.489042681254949e-07	9.7958447690782e-08
1213	1970-01-01 00:00:00.000001213	0.1726906484848485	0.9360661545906829	0.023984812220714608	-1.1378475644832658e-07	8.437273897433084e-08
1214	1970-01-01 00:00:00.000001214	0.17237033319764813	0.9357494302578018	0.023940324082994117	4.378283508876074e-07	8.104773543372706e-08
1215	1970-01-01 00:00:00.000001215	0.17204970280172416	0.9354321133053539	0.023895791991833032	3.9835843272651996e-07	8.031295423124308e-08
1216	1970-01-01 00:00:00.000001216	0.17172980175498187	0.9351552526041667	0.023851361383605073	2.877130258038949e-07	9.397365109327364e-08
1217	1970-01-01 00:00:00.000001217	0.1714116850837483	0.9347104255771842	0.023807178515165235	-2.2038773497962877e-07	1.403475731095505e-07
1218	1970-01-01 00:00:00.000001218	0.1710925242376505	0.9342919805446157	0.02376285060762912	-4.880981676673793e-07	2.039459709422121e-07
1219	1970-01-01 00:00:00.000001219	0.1707717456243632	0.9339404825993435	0.023718298058417298	-6.106367043903545e-07	2.3526828763053055e-07
1220	1970-01-01 00:00:00.000001220	0.17045092183855992	0.9336337223140496	0.02367373903090683	-1.7057128286086274e-07	1.873579017493996e-07
1221	1970-01-01 00:00:00.000001221	0.17013110556750027	0.9332509031571801	0.023629320150503567	2.84898817296594e-07	1.1309962904012525e-07
1222	1970-01-01 00:00:00.000001222	0.16981226089271553	0.9328367507533704	0.023585036211623427	6.54722480543786e-07	8.724150388267312e-08
1223	1970-01-01 00:00:00.000001223	0.16949087892123674	0.932468444380501	0.02354039993793726	-3.6032124130670273e-07	8.33878722336856e-08
1224	1970-01-01 00:00:00.000001224	0.16917116895229503	0.9321294733280704	0.023495995602796887	-1.6828606282959277e-07	8.182088034882699e-08
1225	1970-01-01 00:00:00.000001225	0.16885093527008624	0.9318397559010442	0.02345151884475715	3.595844272049479e-07	7.991575082574895e-08
1226	1970-01-01 00:00:00.000001226	0.16853106666666667	0.9315066430027175	0.02340709264039855	3.868745028430706e-07	8.309645680013995e-08
1227	1970-01-01 00:00:00.000001227	0.16821126733054204	0.9311661292633246	0.023362676066538416	1.295058799031346e-07	1.0635410706290456e-07
1228	1970-01-01 00:00:00.000001228	0.16789323507740989	0.9307306086789467	0.023318504857045997	-2.8182076481071316e-07	1.6367196761734082e-07
1229	1970-01-01 00:00:00.000001229	0.16757363723764387	0.9303811272850372	0.023274116361995036	-7.772893244227038e-07	2.226374323897896e-07
1230	1970-01-01 00:00:00.000001230	0.16725262864253393	0.9300428791515838	0.023229531777149322	8.051169860079178e-08	2.2365706416644734e-07
1231	1970-01-01 00:00:00.000001231	0.16693167452092075	0.929671292119288	0.023184954865631026	1.4267444376800085e-07	1.4987371863228947e-07
1232	1970-01-01 00:00:00.000001232	0.16661331007804547	0.9292783166497003	0.023140737572672775	7.007748475022056e-07	9.380586200140036e-08
1233	1970-01-01 00:00:00.000001233	0.166293085134369	0.928880147238916	0.023096261835809047	2.172713056072118e-07	8.451735923669021e-08
1234	1970-01-01 00:00:00.000001234	0.165972877034032	0.9285196841334236	0.023051788504620238	-5.844123954969575e-07	8.233921915499293e-08
1235	1970-01-01 00:00:00.000001235	0.16565283215095195	0.9282301206029012	0.023007337792384407	7.279932520920218e-07	8.013795412401456e-08
1236	1970-01-01 00:00:00.000001236	0.16533215112219452	0.9278855874291544	0.02296279879959193	3.483665909997732e-07	7.971272112983038e-08
1237	1970-01-01 00:00:00.000001237	0.16501317188809606	0.927560628916072	0.02291849614565636	2.7159113078491266e-08	8.99557102771043e-08
1238	1970-01-01 00:00:00.000001238	0.16469416123188405	0.9271867016530797	0.022874188995697462	-1.0218212514605973e-07	1.33878339199541e-07
1239	1970-01-01 00:00:00.000001239	0.16437582408619134	0.9267445389214801	0.022829975502030687	-4.0525691032603805e-07	1.9971277630949712e-07
1240	1970-01-01 00:00:00.000001240	0.16405597521842732	0.9263662727107681	0.022785552079881994	-6.450920170559401e-07	2.3326979233625586e-07
1241	1970-01-01 00:00:00.000001241	0.16373424186494448	0.926117750838432	0.02274086682188987	-4.7550892492635294e-08	1.8649387437616182e-07
1242	1970-01-01 00:00:00.000001242	0.16341481776971895	0.9256911614007253	0.022696502442203084	2.7210625044465087e-07	1.116461167546941e-07
1243	1970-01-01 00:00:00.000001243	0.16309608462759323	0.9253130378981975	0.022652233973472394	5.934123188993311e-07	8.611541233214421e-08
1244	1970-01-01 00:00:00.000001244	0.16277525405649718	0.9248891184293785	0.022607674184180793	-3.9727513820677965e-07	8.259437032246765e-08
1245	1970-01-01 00:00:00.000001245	0.16245546296547053	0.9245901750282104	0.022563258713608668	-3.004772955296773e-07	8.146272476502696e-08
1246	1970-01-01 00:00:00.000001246	0.16213571568094268	0.9242488603331067	0.02251884933378654	8.432257768552006e-07	7.970622268434742e-08
1247	1970-01-01 00:00:00.000001247	0.16181551407617964	0.9239486327231381	0.02247437691642979	1.6382675319954517e-07	7.857318193791051e-08
1248	1970-01-01 00:00:00.000001248	0.1614960375	0.9235745554913949	0.02243000522871377	3.655629717255434e-07	8.409646776409453e-08
1249	1970-01-01 00:00:00.000001249	0.16117678710919803	0.923255725226552	0.022385664937698235	1.423242196850929e-07	1.1620314780263285e-07
1250	1970-01-01 00:00:00.000001250	0.16085864644512263	0.9228356139934442	0.022341478639086698	-4.280501700580988e-07	1.7440859341789333e-07
1251	1970-01-01 00:00:00.000001251	0.16053916802266288	0.9224157676600566	0.022297106696883853	-6.270210809964758e-07	2.258935660540404e-07
1252	1970-01-01 00:00:00.000001252	0.1602179509903792	0.9221194369326543	0.022252493169213357	-2.079246375314092e-07	2.1420072845451618e-07
1253	1970-01-01 00:00:00.000001253	0.1598972769851187	0.9217639392366239	0.022207955113029646	1.746860516528456e-08	1.399322312733769e-07
1254	1970-01-01 00:00:00.000001254	0.1595794772371555	0.9213339942610865	0.022163816277645458	5.297529378269252e-07	9.075463345990939e-08
1255	1970-01-01 00:00:00.000001255	0.15925913469805525	0.9209643601842374	0.0221193242488343	4.6025532869896514e-07	8.37097370143693e-08
1256	1970-01-01 00:00:00.000001256	0.15893898328624703	0.9205949515086451	0.02207485877726297	-4.34504064889592e-07	8.140377462385135e-08
1257	1970-01-01 00:00:00.000001257	0.15861940858563037	0.920238062166742	0.02203047338906462	-3.1721414616244914e-07	8.085769242986737e-08
1258	1970-01-01 00:00:00.000001258	0.15829971066288953	0.9199277290538244	0.02198607097677054	6.308834693494618e-07	7.951579711196516e-08
1259	1970-01-01 00:00:00.000001259	0.1579802208880834	0.919559900724966	0.021941697277979157	8.038168375138536e-07	7.911537778528245e-08
1260	1970-01-01 00:00:00.000001260	0.15766041870185774	0.9192143525826915	0.021897280348889894	8.945865228975984e-07	7.927464252891882e-08
1261	1970-01-01 00:00:00.000001261	0.1573406722921629	0.9188504469093797	0.021852871036633775	6.279050509607578e-07	7.929510086871579e-08
1262	1970-01-01 00:00:00.000001262	0.15702071554421768	0.9185016023696145	0.021808432716553288	7.269596223809525e-07	7.878826441378627e-08
1263	1970-01-01 00:00:00.000001263	0.15670104935109289	0.9181489069899818	0.02176403464367031	3.6470787030737697e-07	7.785345663192925e-08
1264	1970-01-01 00:00:00.000001264	0.15638121729595297	0.9178024013339363	0.021719613502147864	3.1136919443839027e-07	8.137496778620337e-08
1265	1970-01-01 00:00:00.000001265	0.15606171978918734	0.9174827783407005	0.021675238846197438	1.2600752220310554e-07	1.0322519255986363e-07
1266	1970-01-01 00:00:00.000001266	0.15574396132427845	0.9170443276740238	0.02163110577475948	-2.8496554924844365e-07	1.5649541964224795e-07
1267	1970-01-01 00:00:00.000001267	0.1554249165687161	0.9166373999321881	0.021586794025768536	-3.6333675887217454e-07	2.1390419839643467e-07
1268	1970-01-01 00:00:00.000001268	0.1551035915588836	0.9163142222486952	0.02154216544701611	-3.6611703362831854e-07	2.243698131582749e-07
1269	1970-01-01 00:00:00.000001269	0.1547829618955732	0.9160018731668558	0.0214976336061294	-4.747969273212246e-08	1.5918046531471842e-07
1270	1970-01-01 00:00:00.000001270	0.15446435202403902	0.9155790493366595	0.021453382248554257	4.772099969588388e-07	9.635439104085811e-08
1271	1970-01-01 00:00:00.000001271	0.15414517170947944	0.9151810564673789	0.021409051635599	8.393417941634463e-07	8.462431170682018e-08
1272	1970-01-01 00:00:00.000001272	0.15382468169830624	0.9148356392406503	0.02136453919176992	4.5333096987836757e-07	8.29968711349198e-08
1273	1970-01-01 00:00:00.000001273	0.1535043666402715	0.914447948959276	0.02132005096153846	-5.523287721153846e-07	8.120833003484312e-08
1274	1970-01-01 00:00:00.000001274	0.15318511204070095	0.9141220864104014	0.021275710018089315	3.9176120944036283e-08	7.980446101153017e-08
1275	1970-01-01 00:00:00.000001275	0.15286557226194528	0.9138021310634434	0.02123132938599478	6.346866636670072e-07	7.864107066949702e-08
1276	1970-01-01 00:00:00.000001276	0.1525456526040482	0.9134714426540823	0.02118689615760746	5.217776075062543e-07	7.773045415294354e-08
1277	1970-01-01 00:00:00.000001277	0.1522259112066041	0.9130734072825964	0.02114248769648309	2.4175799418749296e-07	7.867962909048607e-08
1278	1970-01-01 00:00:00.000001278	0.15190645677236692	0.9127469917893545	0.02109811900339751	3.464099427100793e-07	8.007158054082935e-08
1279	1970-01-01 00:00:00.000001279	0.15158611225601454	0.9124436836699955	0.02105362671130277	2.30814259205413e-07	9.444533929381689e-08
1280	1970-01-01 00:00:00.000001280	0.15126814305965072	0.9119946792356544	0.02100946432524382	-1.471873849727829e-07	1.4159398696612702e-07
1281	1970-01-01 00:00:00.000001281	0.1509493442259887	0.9116059199322034	0.020965186646327683	-6.538277193821468e-07	2.0203284082950706e-07
1282	1970-01-01 00:00:00.000001282	0.150628867662087	0.9112619075053935	0.02092067608833882	-2.0164991211649825e-07	2.2802515827921448e-07
1283	1970-01-01 00:00:00.000001283	0.150307705006812	0.9109369555971844	0.020876070147593098	-2.704042063669393e-07	1.7526235544801427e-07
1284	1970-01-01 00:00:00.000001284	0.149988389477265	0.9105605770041955	0.020831720793740786	3.655418810046491e-07	1.044122188891439e-07
1285	1970-01-01 00:00:00.000001285	0.14966960075008526	0.9101301087509944	0.020787444593703828	7.43989260731674e-07	8.422210738179501e-08
1286	1970-01-01 00:00:00.000001286	0.1493493480345376	0.9097680686207681	0.02074296501476937	8.071751417881163e-07	8.408263566490677e-08
1287	1970-01-01 00:00:00.000001287	0.14902903456986802	0.9094067502162039	0.020698477057350933	6.008413006759217e-07	8.358624982187834e-08
1288	1970-01-01 00:00:00.000001288	0.1487093616670457	0.909038238003184	0.020654077971344095	5.714757317273141e-07	8.289170666743805e-08
1289	1970-01-01 00:00:00.000001289	0.14838951555075594	0.9087083347504831	0.020609654920995795	4.527272103762645e-07	8.356154940391958e-08
1290	1970-01-01 00:00:00.000001290	0.14806989133697135	0.9083192823442473	0.020565262716007275	8.257560941283538e-07	8.402436343935056e-08
1291	1970-01-01 00:00:00.000001291	0.1477498917026597	0.907972737110707	0.020520818158672426	8.480462840679701e-07	8.369847337207858e-08
1292	1970-01-01 00:00:00.000001292	0.14743002128409088	0.9076106525340909	0.02047639183409091	6.792646081305681e-07	8.370538508648746e-08
1293	1970-01-01 00:00:00.000001293	0.14711014380465645	0.9072502381714934	0.020431964332765472	7.100818269808064e-07	8.372189345815132e-08
1294	1970-01-01 00:00:00.000001294	0.14679037980441212	0.9068908578462589	0.02038755278371617	8.182410095701614e-07	8.393829203613296e-08
1295	1970-01-01 00:00:00.000001295	0.1464703653745595	0.906552301023076	0.02034310641013982	7.364293493862681e-07	8.356930213297437e-08
1296	1970-01-01 00:00:00.000001296	0.1461506824721147	0.9061744786592306	0.02029870584680173	7.216191852048714e-07	8.350665534795392e-08
1297	1970-01-01 00:00:00.000001297	0.1458307254770559	0.9058021104725125	0.020254267406860517	7.379015024579737e-07	8.381951839145334e-08
1298	1970-01-01 00:00:00.000001298	0.1455106307753615	0.9054660247182056	0.020209809803028576	7.431529505328475e-07	8.324025741582757e-08
1299	1970-01-01 00:00:00.000001299	0.14519066466242325	0.9051016069333939	0.020165370159127075	7.474102969538531e-07	8.347794221604625e-08
1300	1970-01-01 00:00:00.000001300	0.1448704661819834	0.9047485809723957	0.02012089808019993	6.949176885118711e-07	8.357278952008452e-08
1301	1970-01-01 00:00:00.000001301	0.14455072188992493	0.9043933446327042	0.020076489153968615	8.126532036859221e-07	8.372567213316421e-08
1302	1970-01-01 00:00:00.000001302	0.14423055018752132	0.9040338255597227	0.02003202083304921	6.193598660677351e-07	8.344633552216049e-08
1303	1970-01-01 00:00:00.000001303	0.14391059444760498	0.9036702601319833	0.019987582641938787	6.196850651883035e-07	8.335144298377873e-08
1304	1970-01-01 00:00:00.000001304	0.14359058627116716	0.9033087697011024	0.01994313695533583	8.741146532878737e-07	8.347033870556974e-08
1305	1970-01-01 00:00:00.000001305	0.14327012484655605	0.9029601958399637	0.0198986284212321	7.479108578517846e-07	8.325718759762623e-08
1306	1970-01-01 00:00:00.000001306	0.14295034364483858	0.9026051682241929	0.019854214325829924	8.769729067752385e-07	8.360685715716577e-08
1307	1970-01-01 00:00:00.000001307	0.14263011938636364	0.9022423399204546	0.019809738848863636	7.156368136181818e-07	8.368497397728887e-08
1308	1970-01-01 00:00:00.000001308	0.14230978451392837	0.90189510823195	0.019765247947697556	7.551157390835703e-07	8.33065352320389e-08
1309	1970-01-01 00:00:00.000001309	0.1419895122042766	0.9015327489308462	0.019720765613057325	7.89556855677889e-07	8.33116318218739e-08
1310	1970-01-01 00:00:00.000001310	0.1416693546002502	0.9011836963152507	0.019676299248265666	7.740456685911521e-07	8.325042830716871e-08
1311	1970-01-01 00:00:00.000001311	0.14134909247495445	0.9008153883879781	0.01963181835154827	7.026986299248634e-07	8.31838109421906e-08
1312	1970-01-01 00:00:00.000001312	0.14102886674627543	0.900460785659047	0.019587342570226318	8.145193030706244e-07	8.30553863593018e-08
1313	1970-01-01 00:00:00.000001313	0.14070852454680194	0.9001086097708356	0.019542850566640065	7.494103037123476e-07	8.29535461304787e-08
1314	1970-01-01 00:00:00.000001314	0.1403881499374929	0.8997602013069668	0.01949835416865553	5.939517644618706e-07	8.331649291305385e-08
1315	1970-01-01 00:00:00.000001315	0.14006733670612337	0.8994126239927157	0.01945379688823128	8.564451268153881e-07	8.304739122277166e-08
1316	1970-01-01 00:00:00.000001316	0.13974719761255117	0.8990547745566166	0.019409332993406095	8.410153147669395e-07	8.331018400860882e-08
1317	1970-01-01 00:00:00.000001317	0.13942631798110847	0.8986845942756345	0.019364766415158757	6.307441022264709e-07	8.290441581791801e-08
1318	1970-01-01 00:00:00.000001318	0.13910598443256764	0.8983462899249489	0.019320275636797817	7.088554743141915e-07	8.312769465323758e-08
1319	1970-01-01 00:00:00.000001319	0.13878525140676615	0.8979957987242282	0.019275729357557808	8.215621969654857e-07	8.278094280358478e-08
1320	1970-01-01 00:00:00.000001320	0.13846497830188678	0.8976261107751762	0.01923124701182087	8.61988709212321e-07	8.329536281282578e-08
1321	1970-01-01 00:00:00.000001321	0.13814391896257538	0.8972895830394721	0.01918665537595268	6.355222203315663e-07	8.285501449029247e-08
1322	1970-01-01 00:00:00.000001322	0.13782341828213882	0.8969373717747441	0.019142141448236633	7.155426221251422e-07	8.283195825260255e-08
1323	1970-01-01 00:00:00.000001323	0.13750283167215346	0.8965746363037802	0.019097615559087296	7.55117746924736e-07	8.350349167259327e-08
1324	1970-01-01 00:00:00.000001324	0.13718158200751107	0.8962318422556049	0.01905299758506885	6.54032904215318e-07	8.334629802781964e-08
1325	1970-01-01 00:00:00.000001325	0.13686102508773917	0.8958919825880223	0.019008475778331257	1.0516454969330918e-06	8.397989904522883e-08
1326	1970-01-01 00:00:00.000001326	0.13653955448134666	0.895522536544586	0.018963827026842583	7.84591161010464e-07	8.276110349323639e-08
1327	1970-01-01 00:00:00.000001327	0.13621903041600364	0.8951838239031599	0.018919309752216413	8.518944467656284e-07	8.359876500712991e-08
1328	1970-01-01 00:00:00.000001328	0.1358978005001705	0.8948244061611913	0.0188746944878936	6.667281118313062e-07	8.331042879380742e-08
1329	1970-01-01 00:00:00.000001329	0.13557695925883823	0.8944750376491986	0.01883013328975787	5.977468272149595e-07	8.341578965337768e-08
1330	1970-01-01 00:00:00.000001330	0.13525583360618462	0.8941242364711233	0.018785532395407003	9.394110500613915e-07	8.324316701365811e-08
1331	1970-01-01 00:00:00.000001331	0.1349346300136426	0.8937949235902682	0.018740920778763076	7.945553521248749e-07	8.3218375248248e-08
1332	1970-01-01 00:00:00.000001332	0.1346133252474684	0.893428333906019	0.018696295105245193	7.943509957480943e-07	8.275857676194811e-08
1333	1970-01-01 00:00:00.000001333	0.13429234830412018	0.8930977645003415	0.01865171508650125	7.030365246289552e-07	8.279927418892097e-08
1334	1970-01-01 00:00:00.000001334	0.13397084809464224	0.8927373312592424	0.0186070622989421	8.548385524752587e-07	8.30498434501901e-08
1335	1970-01-01 00:00:00.000001335	0.1336495454007959	0.8924063600568505	0.018562436794769755	8.030679118692438e-07	8.292976365137426e-08
1336	1970-01-01 00:00:00.000001336	0.1333280359376777	0.8920485723075173	0.018517782795405436	7.590801874138519e-07	8.331533818714948e-08
1337	1970-01-01 00:00:00.000001337	0.1330063662228292	0.8917087485489928	0.01847310642084898	7.648202559019005e-07	8.272556067694943e-08
1338	1970-01-01 00:00:00.000001338	0.13268505023907104	0.891375377242714	0.018428479265710382	7.503938296778232e-07	8.281474419292829e-08
1339	1970-01-01 00:00:00.000001339	0.13236312557716365	0.8910068993972478	0.018383767342204028	6.536046286631411e-07	8.253144123959293e-08
1340	1970-01-01 00:00:00.000001340	0.13204160900818926	0.8906837679936306	0.018339112295268425	7.980940563569153e-07	8.28068864916892e-08
1341	1970-01-01 00:00:00.000001341	0.13171998805868304	0.8903388205049471	0.018294442868190604	7.271202166385762e-07	8.292760542240273e-08
1342	1970-01-01 00:00:00.000001342	0.13139792687364948	0.8899816987376322	0.018249712068691006	7.5929239404822e-07	8.290497806558927e-08
1343	1970-01-01 00:00:00.000001343	0.13107614137970225	0.8896526652233208	0.01820501963632231	9.878399109307876e-07	8.347922264433418e-08
1344	1970-01-01 00:00:00.000001344	0.13075389905671098	0.8893137000454597	0.018160263778838507	6.798979686225708e-07	8.322647310494836e-08
1345	1970-01-01 00:00:00.000001345	0.13043186917917235	0.8889454710550251	0.018115537307867212	7.266452813452706e-07	8.321032412956286e-08
1346	1970-01-01 00:00:00.000001346	0.13010978720454547	0.8886359772045455	0.01807080377159091	8.504285725011364e-07	8.317498869424092e-08
1347	1970-01-01 00:00:00.000001347	0.12978759768076398	0.8882899157457935	0.018026055271714417	9.30839029810141e-07	8.283580096708051e-08
1348	1970-01-01 00:00:00.000001348	0.12946551447398316	0.887935219461486	0.01798132152010907	7.161091898886616e-07	8.335800009147271e-08
1349	1970-01-01 00:00:00.000001349	0.12914298189262965	0.8876037733962694	0.017936525335532305	8.556008733416742e-07	8.300216092266561e-08
1350	1970-01-01 00:00:00.000001350	0.12882057486940723	0.8872664952759483	0.017891746619350446	8.020009474139222e-07	8.292693630681974e-08
1351	1970-01-01 00:00:00.000001351	0.12849810009091941	0.886948015910899	0.017846958315717695	8.12234575297193e-07	8.287627566144658e-08
1352	1970-01-01 00:00:00.000001352	0.12817575496478073	0.8865939877073392	0.017802188016359917	9.35251180850943e-07	8.347881828029124e-08
1353	1970-01-01 00:00:00.000001353	0.1278527983293556	0.8862579608137289	0.017757333191271735	7.410640979874984e-07	8.312391680347442e-08
1354	1970-01-01 00:00:00.000001354	0.12753063880190607	0.8858999288291354	0.017712588666893576	6.145532800007941e-07	8.627636694014586e-08
1355	1970-01-01 00:00:00.000001355	0.1272071227962837	0.8856010063108997	0.01766765589281668	5.111478605495129e-07	8.742586130767574e-08
1356	1970-01-01 00:00:00.000001356	0.12688373650107992	0.8852770455723542	0.017622741194725476	8.343366217695806e-07	8.352308418234417e-08
1357	1970-01-01 00:00:00.000001357	0.12656089970414203	0.8849381338529814	0.01757790271961766	6.809020909194356e-07	8.27167614258196e-08
1358	1970-01-01 00:00:00.000001358	0.12623814794863053	0.8845866607796341	0.01753307599386294	7.260120557779292e-07	8.297017606416211e-08
1359	1970-01-01 00:00:00.000001359	0.12591511935227273	0.8842618815454546	0.01748821102613636	6.38934716143409e-07	8.314676233106261e-08
1360	1970-01-01 00:00:00.000001360	0.12559200431769116	0.8839287314055221	0.017443333931371433	1.1657230101533917e-06	8.38766903420599e-08
1361	1970-01-01 00:00:00.000001361	0.12526800653260622	0.8836109869347876	0.017398334263803678	8.117789335181777e-07	8.348178821250928e-08
1362	1970-01-01 00:00:00.000001362	0.12494495032954546	0.8832669659090909	0.017353465235227274	9.126635818545455e-07	8.32611287071424e-08
