	time	V(na)	V(nt)	I(Rgnd)	I(Rrad)	power
712	1970-01-01 00:00:00.000000712	0.14839270177903682	0.909888985733711	0.02061009746628895	6.913530385260057e-07	8.687282999008543e-08
713	1970-01-01 00:00:00.000000713	0.14871283422186934	0.910250509800363	0.020654560301724138	7.411652772833484e-07	8.691128889612244e-08
714	1970-01-01 00:00:00.000000714	0.14903309406894988	0.9105991565661148	0.020699040891358583	9.463805865740531e-07	8.722033186107395e-08
715	1970-01-01 00:00:00.000000715	0.1493530064179612	0.9109565643383604	0.02074347307291076	9.1561363933099e-07	8.717076347398247e-08
716	1970-01-01 00:00:00.000000716	0.14967290047575896	0.9113176485387404	0.02078790290099683	7.083743310330764e-07	8.696962255837536e-08
717	1970-01-01 00:00:00.000000717	0.14999313596600566	0.9116755171558073	0.0208323798878187	8.096415032147308e-07	8.693376993328757e-08
718	1970-01-01 00:00:00.000000718	0.1503130198392028	0.9120318120711132	0.020876808350130224	6.943867106703658e-07	8.693317875207824e-08
719	1970-01-01 00:00:00.000000719	0.1506331023801428	0.9123942268842797	0.02092126428085685	7.728818866225774e-07	8.707301238548731e-08
720	1970-01-01 00:00:00.000000720	0.15095312627041743	0.9127497376814883	0.020965711958938295	7.510149162885662e-07	8.694777862492992e-08
721	1970-01-01 00:00:00.000000721	0.15127279484419265	0.9131154311614731	0.02101011038526912	7.149693512067989e-07	8.677643594486789e-08
722	1970-01-01 00:00:00.000000722	0.15159260545125539	0.9134602932933725	0.021054528477719974	-2.0977146880920608e-07	8.49910203375362e-08
723	1970-01-01 00:00:00.000000723	0.15191281551958344	0.913814137287752	0.021099002122481322	-3.692261165496942e-08	8.490466449762985e-08
724	1970-01-01 00:00:00.000000724	0.15223282220340895	0.9141729927418445	0.02114344738006547	-3.290029515024268e-07	8.414257292188047e-08
725	1970-01-01 00:00:00.000000725	0.15255270607323945	0.9145299858816901	0.021187875922253522	-5.301396285002818e-07	8.383355098773492e-08
726	1970-01-01 00:00:00.000000726	0.15287240383577053	0.9148893356805399	0.021232278362204725	-6.053837066525309e-07	8.370230526987528e-08
727	1970-01-01 00:00:00.000000727	0.1531923645571043	0.9152577745616007	0.02127671731339928	-4.420067417277427e-07	8.373449409978886e-08
728	1970-01-01 00:00:00.000000728	0.15351227365579304	0.9156089964904387	0.02132114907649044	-4.690948585984252e-07	8.363674290458119e-08
729	1970-01-01 00:00:00.000000729	0.15383212248873873	0.915960745045045	0.02136557256756757	-6.09463920556644e-07	8.397010019218114e-08
730	1970-01-01 00:00:00.000000730	0.15415220639954855	0.916320541523702	0.021410028669300224	-5.483533813273137e-07	8.42161673652456e-08
731	1970-01-01 00:00:00.000000731	0.15447235894249237	0.9166805552931873	0.021454494232290136	-2.413077680420291e-07	8.461499252880975e-08
732	1970-01-01 00:00:00.000000732	0.1547919887912583	0.9170469678607638	0.021498887169088658	-4.469143357719949e-07	8.421808787404703e-08
733	1970-01-01 00:00:00.000000733	0.15511171555104802	0.9174342483885508	0.02154329394636015	-3.2218838456963253e-07	8.324096115894835e-08
734	1970-01-01 00:00:00.000000734	0.15543179234849339	0.9178175180679382	0.021587748987698902	2.5278764315991426e-07	8.241969968611455e-08
735	1970-01-01 00:00:00.000000735	0.15575161758055397	0.9181867983154325	0.021632169106840023	8.165598095093274e-07	8.166287587854747e-08
736	1970-01-01 00:00:00.000000736	0.15607074164209572	0.9185788469494216	0.021676492003855748	5.683181980938988e-07	8.091919343201156e-08
737	1970-01-01 00:00:00.000000737	0.15639112021913476	0.9189302599909634	0.021720988961933807	8.443655806619223e-08	8.263551166911041e-08
738	1970-01-01 00:00:00.000000738	0.15671095389228332	0.9193234477031003	0.021765410251188052	3.0373436442399863e-07	1.0096881164922878e-07
739	1970-01-01 00:00:00.000000739	0.15703278945405222	0.9196634891262575	0.02181010959421273	-1.7587562401831128e-07	1.5143589380910852e-07
740	1970-01-01 00:00:00.000000740	0.15735328619176234	0.919937510679721	0.02185462310938555	-8.766755336045465e-07	2.137972769412855e-07
741	1970-01-01 00:00:00.000000741	0.1576722422471401	0.9203405094914486	0.021898922483860005	-3.139527044093328e-07	2.3715498376901065e-07
742	1970-01-01 00:00:00.000000742	0.15799015704097805	0.9207400393366538	0.021943077354539278	-1.148549367817523e-07	1.7784649441961677e-07
743	1970-01-01 00:00:00.000000743	0.15831146095109003	0.9210389663616853	0.021987702924432397	2.585926630396476e-07	1.0619002586307057e-07
744	1970-01-01 00:00:00.000000744	0.15863175271800678	0.9213676768969422	0.02203218791166478	6.912747750622876e-07	8.816197314394585e-08
745	1970-01-01 00:00:00.000000745	0.1589512028435482	0.9217005060496205	0.022076555943129038	8.162447198041238e-07	8.770344120848481e-08
746	1970-01-01 00:00:00.000000746	0.15927062631459654	0.9221007966908432	0.022120920373980054	5.656711315242521e-07	8.69532973625495e-08
747	1970-01-01 00:00:00.000000747	0.15959034493163068	0.9224081516329529	0.022165325625494406	-2.5304045499039433e-07	8.529786161914666e-08
748	1970-01-01 00:00:00.000000748	0.159910475098636	0.9228064537256229	0.022209788156915794	-3.607192044707474e-07	8.488713264542366e-08
749	1970-01-01 00:00:00.000000749	0.16023037029981965	0.9231938799143372	0.022254218133453563	4.740060404779081e-07	8.306875663184099e-08
750	1970-01-01 00:00:00.000000750	0.1605500147688839	0.9235618709582863	0.02229861311386697	7.274336035152198e-07	8.239476048405775e-08
751	1970-01-01 00:00:00.000000751	0.16086984475469138	0.9239464599593037	0.022343033983721457	6.276082807162559e-07	8.183046812967116e-08
752	1970-01-01 00:00:00.000000752	0.16118983675155632	0.9243079183927561	0.022387477415959253	1.7228358073118287e-07	8.154724436801649e-08
753	1970-01-01 00:00:00.000000753	0.16150972279453293	0.9247123515870326	0.022431905853383033	3.281302308043602e-07	8.915616018760471e-08
754	1970-01-01 00:00:00.000000754	0.16183046256079628	0.9250531062775704	0.022476453154620518	7.316324992760996e-08	1.2172771504931748e-07
755	1970-01-01 00:00:00.000000755	0.16215174655852202	0.925341864864256	0.022521075969359015	-2.7813030084262715e-07	1.7827550186819415e-07
756	1970-01-01 00:00:00.000000756	0.1624712178998421	0.9256662818181818	0.022565446960297768	-5.480192811233927e-07	2.3338086988967893e-07
757	1970-01-01 00:00:00.000000757	0.16278962911263956	0.9261286801330477	0.02260967066974856	-3.8624047538572544e-07	2.2328807201072778e-07
758	1970-01-01 00:00:00.000000758	0.16310915487156274	0.92647227597601	0.022654049248613785	2.159213619339143e-07	1.4560590755389705e-07
759	1970-01-01 00:00:00.000000759	0.1634307363471971	0.9267682901333635	0.022698713401898732	6.186014538912748e-07	9.422175760721566e-08
760	1970-01-01 00:00:00.000000760	0.1637506984493492	0.9270805019241652	0.02274315253763441	7.082298697408037e-07	8.816084006923882e-08
761	1970-01-01 00:00:00.000000761	0.16406962391132227	0.9274623284809411	0.02278744780228481	1.393293843467934e-07	8.648204716931596e-08
762	1970-01-01 00:00:00.000000762	0.164389316758644	0.9278207304876676	0.02283184956864512	-5.250906837920936e-07	8.464369559272752e-08
763	1970-01-01 00:00:00.000000763	0.164709355425484	0.9282260500337686	0.02287629935276902	5.830999626485816e-07	8.332834188341667e-08
764	1970-01-01 00:00:00.000000764	0.16502927899435027	0.9285844720564972	0.022920733171751414	7.297678020146893e-07	8.247860862232555e-08
765	1970-01-01 00:00:00.000000765	0.16534947945390951	0.9289286061040279	0.022965205489112038	8.584352622904207e-07	8.252406914538533e-08
766	1970-01-01 00:00:00.000000766	0.16566942032520324	0.9292962542908761	0.02300964178748871	6.739999842253839e-07	8.25243290608982e-08
767	1970-01-01 00:00:00.000000767	0.16598854333106886	0.9296960147418478	0.023053964308197464	2.684359875769927e-07	8.178857234563432e-08
768	1970-01-01 00:00:00.000000768	0.16630903871441483	0.9300741066764572	0.023098477553095343	4.880966271000904e-07	8.693576887756471e-08
769	1970-01-01 00:00:00.000000769	0.16662943305458244	0.9304097954006102	0.02314297684032094	-9.853280805288731e-08	1.14448911673126e-07
770	1970-01-01 00:00:00.000000770	0.1669512350253807	0.9307630370445572	0.0231876715250987	-3.7041196975081783e-07	1.7585584075111238e-07
771	1970-01-01 00:00:00.000000771	0.16727054371264238	0.9310724147964362	0.023232019958272246	-5.181019325171986e-07	2.331134216300662e-07
772	1970-01-01 00:00:00.000000772	0.1675901840622182	0.9314756331492335	0.023276414438683498	-4.472543391865419e-07	2.2675785704338093e-07
773	1970-01-01 00:00:00.000000773	0.167909120700565	0.9318530790169492	0.023320711178531073	2.2535227349943503e-07	1.4886887684810003e-07
774	1970-01-01 00:00:00.000000774	0.16823068370545782	0.932124554194858	0.023365372678168694	5.824449006686965e-07	9.532371469659374e-08
775	1970-01-01 00:00:00.000000775	0.16855048783554197	0.9324655137954467	0.02340978998980632	5.347747852452147e-07	8.799949076198706e-08
776	1970-01-01 00:00:00.000000776	0.16886973763344196	0.9328192659849421	0.02345413021125969	-4.542349103989212e-07	8.527685399480858e-08
777	1970-01-01 00:00:00.000000777	0.1691893421968584	0.9332534915244659	0.02349851974460391	6.627998285015256e-07	8.276316244173588e-08
778	1970-01-01 00:00:00.000000778	0.1695095719873389	0.9336427740673752	0.023542996056974904	2.347810985611575e-07	8.255469416239656e-08
779	1970-01-01 00:00:00.000000779	0.16982953880866428	0.9340271389101986	0.0235874359950361	5.136613777978336e-08	9.389995206312656e-08
780	1970-01-01 00:00:00.000000780	0.17015076232915394	0.9343246262171017	0.023632050379532362	-3.0167078550321917e-07	1.458110849304359e-07
781	1970-01-01 00:00:00.000000781	0.17047222330184436	0.9346428279014845	0.023676697711425998	-1.8344431836932082e-07	2.139098069070365e-07
782	1970-01-01 00:00:00.000000782	0.1707919165329416	0.9350403703808341	0.023721099549101593	-4.0647159747429073e-07	2.4169072617327624e-07
783	1970-01-01 00:00:00.000000783	0.1711097590903961	0.9354149583794154	0.0237652442489561	-2.575140607381448e-07	1.8668157939593707e-07
784	1970-01-01 00:00:00.000000784	0.17143117595980129	0.9357447153568202	0.023809885493450766	4.234155866857497e-07	1.1102708657177473e-07
785	1970-01-01 00:00:00.000000785	0.17175161147411258	0.9360643053244405	0.02385439043522496	3.0378953931144027e-07	8.814136914506892e-08
786	1970-01-01 00:00:00.000000786	0.17207050302962046	0.9364484977362316	0.02389868102151143	6.471399876472579e-08	8.419730835779667e-08
787	1970-01-01 00:00:00.000000787	0.17239044768900438	0.9368476542773195	0.023943117773759747	3.3175291942818393e-07	8.290222098368165e-08
788	1970-01-01 00:00:00.000000788	0.1727105594722598	0.9372530518155163	0.023987577750338294	3.985329732949932e-07	9.90419992591597e-08
789	1970-01-01 00:00:00.000000789	0.17303238888387823	0.9375369735400225	0.024032276222096954	-3.2442595262908675e-07	1.482763259350396e-07
790	1970-01-01 00:00:00.000000790	0.17335350078669365	0.9378825595527084	0.02407687518880647	-3.065533956800406e-07	2.134074949669715e-07
791	1970-01-01 00:00:00.000000791	0.17367300756463813	0.9382188051033081	0.024121251010500167	-7.596594406085582e-07	2.4285656733382964e-07
792	1970-01-01 00:00:00.000000792	0.17399188321118503	0.9385771662983425	0.024165539258089976	-7.859091042958583e-09	1.9156160356265952e-07
793	1970-01-01 00:00:00.000000793	0.1743122148352888	0.9389747535988267	0.024210029781137184	8.774831636794906e-08	1.1482040654797283e-07
794	1970-01-01 00:00:00.000000794	0.17463318927683616	0.9392498621807909	0.024254609611299435	8.078842557175141e-07	8.99224997897096e-08
795	1970-01-01 00:00:00.000000795	0.17495266723418648	0.9396062953771563	0.024298981513135642	-2.492159810260458e-07	8.65665164208551e-08
796	1970-01-01 00:00:00.000000796	0.17527224693946566	0.9400170491827303	0.024343367638372224	5.31775283902604e-07	8.358332602798979e-08
797	1970-01-01 00:00:00.000000797	0.17559234415085817	0.9404302415537489	0.024387825510388435	1.5550102718947603e-07	8.369763908856869e-08
798	1970-01-01 00:00:00.000000798	0.17591262827142373	0.9408209128824659	0.024432309443378118	3.433316762902788e-07	1.0409639276927724e-07
799	1970-01-01 00:00:00.000000799	0.17623517776274245	0.9410572289129455	0.02447710808073974	-4.0177855568561117e-07	1.5931612613715213e-07
800	1970-01-01 00:00:00.000000800	0.17655544854129265	0.9414507696701077	0.024521590132405745	-3.639492400437612e-07	2.2394428679905408e-07
801	1970-01-01 00:00:00.000000801	0.17687510930521091	0.9418122619219491	0.024565987503947662	-5.773919300631625e-07	2.39613802909406e-07
802	1970-01-01 00:00:00.000000802	0.17719379408711353	0.942169794290228	0.024610249118709095	-9.443827307492676e-08	1.7173207927506668e-07
803	1970-01-01 00:00:00.000000803	0.17751536432596934	0.9425238546776374	0.024654911647880976	4.918661853944995e-07	1.0305304454251146e-07
804	1970-01-01 00:00:00.000000804	0.17783588441103323	0.9427925210603663	0.024699428398146053	3.255958760004521e-07	8.794788982461246e-08
805	1970-01-01 00:00:00.000000805	0.17815483818755637	0.9431945385369702	0.024743727502254283	1.1153468834535858e-09	8.479649505971562e-08
806	1970-01-01 00:00:00.000000806	0.17847499996609786	0.9436055836930727	0.024788194497683352	5.535807629268843e-07	8.287110602199528e-08
807	1970-01-01 00:00:00.000000807	0.17879530223123732	0.9439995225602884	0.024832680984899706	3.643463680403426e-07	8.674212689547626e-08
808	1970-01-01 00:00:00.000000808	0.17911602029981968	0.9443190886609558	0.024877224995491432	2.19084645893936e-07	1.197817795973468e-07
809	1970-01-01 00:00:00.000000809	0.1794383172045429	0.9446437351399977	0.024921988467333858	-4.7919736985944e-07	1.846578993884218e-07
810	1970-01-01 00:00:00.000000810	0.1797579869721878	0.9449949983898209	0.024966387139961715	-6.721618691104604e-07	2.393019246817403e-07
811	1970-01-01 00:00:00.000000811	0.18007748063971168	0.9453654208356798	0.025010761131884218	-8.517549712918116e-08	2.2389210510144e-07
812	1970-01-01 00:00:00.000000812	0.180397222373914	0.9457706546203316	0.025055169818345935	2.8711749279137997e-07	1.4199999499885736e-07
813	1970-01-01 00:00:00.000000813	0.18071864071106095	0.9460223825169299	0.025099811366817156	5.035256383352146e-07	9.351013295621095e-08
814	1970-01-01 00:00:00.000000814	0.18103878705723603	0.9463491097267513	0.025144275987855617	-2.350574838963229e-07	8.686772793315915e-08
815	1970-01-01 00:00:00.000000815	0.18135769229467508	0.9468072617554153	0.025188568391245485	3.880873481022112e-07	8.377199723674855e-08
816	1970-01-01 00:00:00.000000816	0.18167807847402231	0.9471775835005072	0.0252330664961118	1.605779203561367e-07	8.704226313313469e-08
817	1970-01-01 00:00:00.000000817	0.1819989207981062	0.9475598306504339	0.0252776279122985	2.716911107394882e-07	1.1293797614199296e-07
818	1970-01-01 00:00:00.000000818	0.18232140104529618	0.9478318482297403	0.02532241684163201	-3.403295179633585e-07	1.683639068333016e-07
819	1970-01-01 00:00:00.000000819	0.1826410756686896	0.9481793455158463	0.025366816100247245	-9.475681581276692e-07	2.3310198104533355e-07
820	1970-01-01 00:00:00.000000820	0.18296108486010831	0.948572079986462	0.02541126181520758	-5.308335329918774e-07	2.3407141302835127e-07
821	1970-01-01 00:00:00.000000821	0.18327991204194385	0.9489604895478634	0.025455543433307026	5.7534767743477214e-08	1.5874295404005862e-07
822	1970-01-01 00:00:00.000000822	0.1836019697307649	0.9492421034020503	0.02550027358341782	4.540650139827646e-07	9.6812004589693e-08
823	1970-01-01 00:00:00.000000823	0.1839217884905873	0.9495739579528802	0.02554469280126254	-2.4096173834967908e-08	8.646710640873623e-08
824	1970-01-01 00:00:00.000000824	0.18424141415349887	0.949999640146727	0.025589085349887134	4.2273388819074493e-07	8.350102381246297e-08
825	1970-01-01 00:00:00.000000825	0.18456144111686557	0.9504057248592659	0.02563353357014186	3.0827602026390457e-07	9.444159825298314e-08
826	1970-01-01 00:00:00.000000826	0.18488376855565572	0.9507182458990536	0.025678301096214513	2.480592863452022e-08	1.380690228949788e-07
827	1970-01-01 00:00:00.000000827	0.18520491931716082	0.9510380759995507	0.025722905487421385	-6.281764312898697e-07	2.0524802629223132e-07
828	1970-01-01 00:00:00.000000828	0.18552451732807215	0.9513458833258173	0.02576729396505073	-3.846171051003383e-07	2.4599184890903605e-07
829	1970-01-01 00:00:00.000000829	0.1858434605357947	0.9517622779378658	0.025811591803241784	-4.89121646528816e-07	2.047909773187589e-07
830	1970-01-01 00:00:00.000000830	0.1861642132942767	0.9521148119197838	0.025856140656827398	1.9438153773771979e-07	1.2431333721979239e-07
831	1970-01-01 00:00:00.000000831	0.1864855373169633	0.9524069790605991	0.025900769133813922	3.717590454809642e-07	9.060196056054316e-08
832	1970-01-01 00:00:00.000000832	0.1868049259822132	0.9528054830912981	0.025945128607452437	3.164089328676122e-07	8.519421509775118e-08
833	1970-01-01 00:00:00.000000833	0.18712484496613996	0.9532103741083522	0.025989561723476298	2.2372347703273127e-07	8.483869855629966e-08
834	1970-01-01 00:00:00.000000834	0.18744533577382294	0.9535914186190583	0.026034074347826088	1.6375783162311335e-07	1.0687530268912472e-07
835	1970-01-01 00:00:00.000000835	0.18776805363493135	0.9538702665991448	0.026078896244654513	-5.180466227976591e-07	1.6821684013606632e-07
